episode_success,episode_probs,task
True,2.7485485e-05,pick up the black bowl between the plate and the ramekin and place it on the plate
False,7.3638774e-14,pick up the black bowl between the plate and the ramekin and place it on the plate
True,1.2916271e-05,pick up the black bowl between the plate and the ramekin and place it on the plate
True,4.5288274e-07,pick up the black bowl between the plate and the ramekin and place it on the plate
True,1.7294687e-05,pick up the black bowl between the plate and the ramekin and place it on the plate
True,8.289181e-05,pick up the black bowl between the plate and the ramekin and place it on the plate
True,6.514615e-06,pick up the black bowl between the plate and the ramekin and place it on the plate
True,4.0328996e-06,pick up the black bowl between the plate and the ramekin and place it on the plate
True,8.99048e-05,pick up the black bowl between the plate and the ramekin and place it on the plate
True,0.0017166986,pick up the black bowl between the plate and the ramekin and place it on the plate
True,5.135095e-08,pick up the black bowl between the plate and the ramekin and place it on the plate
True,0.0009682145,pick up the black bowl between the plate and the ramekin and place it on the plate
True,9.112055e-06,pick up the black bowl between the plate and the ramekin and place it on the plate
False,3.2485864e-17,pick up the black bowl between the plate and the ramekin and place it on the plate
False,1.7971930000000003e-17,pick up the black bowl between the plate and the ramekin and place it on the plate
True,4.2619035e-05,pick up the black bowl between the plate and the ramekin and place it on the plate
True,5.2732154e-05,pick up the black bowl between the plate and the ramekin and place it on the plate
True,0.0011734915,pick up the black bowl between the plate and the ramekin and place it on the plate
True,2.9507568e-05,pick up the black bowl between the plate and the ramekin and place it on the plate
False,5.505913399999999e-23,pick up the black bowl between the plate and the ramekin and place it on the plate
True,0.0043155323,pick up the black bowl between the plate and the ramekin and place it on the plate
True,3.7173006e-05,pick up the black bowl between the plate and the ramekin and place it on the plate
True,1.5275238e-05,pick up the black bowl between the plate and the ramekin and place it on the plate
True,0.00017564846,pick up the black bowl between the plate and the ramekin and place it on the plate
True,2.7186687e-05,pick up the black bowl between the plate and the ramekin and place it on the plate
True,0.0006684572,pick up the black bowl between the plate and the ramekin and place it on the plate
True,2.0029354e-05,pick up the black bowl between the plate and the ramekin and place it on the plate
True,4.7455163e-08,pick up the black bowl between the plate and the ramekin and place it on the plate
False,2.8837298000000005e-16,pick up the black bowl between the plate and the ramekin and place it on the plate
True,1.3234343e-05,pick up the black bowl between the plate and the ramekin and place it on the plate
True,7.764202e-07,pick up the black bowl next to the ramekin and place it on the plate
True,4.5210963e-05,pick up the black bowl next to the ramekin and place it on the plate
True,1.5473696e-09,pick up the black bowl next to the ramekin and place it on the plate
False,4.6584695e-18,pick up the black bowl next to the ramekin and place it on the plate
True,7.5839193e-06,pick up the black bowl next to the ramekin and place it on the plate
True,4.5424404e-05,pick up the black bowl next to the ramekin and place it on the plate
True,1.3780677e-05,pick up the black bowl next to the ramekin and place it on the plate
True,9.51079e-06,pick up the black bowl next to the ramekin and place it on the plate
True,1.5533762e-05,pick up the black bowl next to the ramekin and place it on the plate
False,1.9118585e-12,pick up the black bowl next to the ramekin and place it on the plate
True,6.430171e-08,pick up the black bowl next to the ramekin and place it on the plate
True,0.00011327794,pick up the black bowl next to the ramekin and place it on the plate
True,1.399564e-05,pick up the black bowl next to the ramekin and place it on the plate
True,3.3692257e-07,pick up the black bowl next to the ramekin and place it on the plate
True,2.67738e-05,pick up the black bowl next to the ramekin and place it on the plate
True,1.4551132e-06,pick up the black bowl next to the ramekin and place it on the plate
True,3.707253e-06,pick up the black bowl next to the ramekin and place it on the plate
True,3.3777708e-06,pick up the black bowl next to the ramekin and place it on the plate
True,3.6616077e-10,pick up the black bowl next to the ramekin and place it on the plate
True,7.096612e-07,pick up the black bowl next to the ramekin and place it on the plate
True,0.0036778136,pick up the black bowl next to the ramekin and place it on the plate
True,2.8233515e-07,pick up the black bowl next to the ramekin and place it on the plate
True,0.0016455721,pick up the black bowl next to the ramekin and place it on the plate
True,0.00022080925,pick up the black bowl next to the ramekin and place it on the plate
True,1.0048983e-08,pick up the black bowl next to the ramekin and place it on the plate
True,9.31747e-07,pick up the black bowl next to the ramekin and place it on the plate
True,6.5633567e-06,pick up the black bowl next to the ramekin and place it on the plate
True,4.40515e-06,pick up the black bowl next to the ramekin and place it on the plate
True,6.134062e-05,pick up the black bowl next to the ramekin and place it on the plate
True,7.3605693e-06,pick up the black bowl next to the ramekin and place it on the plate
False,5.0579024e-17,pick up the black bowl from table center and place it on the plate
True,1.1567071e-06,pick up the black bowl from table center and place it on the plate
True,8.443479e-07,pick up the black bowl from table center and place it on the plate
True,4.513641e-05,pick up the black bowl from table center and place it on the plate
True,3.8935298e-07,pick up the black bowl from table center and place it on the plate
True,2.8847979e-12,pick up the black bowl from table center and place it on the plate
True,0.0048719295,pick up the black bowl from table center and place it on the plate
True,3.2778001e-07,pick up the black bowl from table center and place it on the plate
True,6.982904e-07,pick up the black bowl from table center and place it on the plate
True,2.3706016e-06,pick up the black bowl from table center and place it on the plate
True,1.6571657e-06,pick up the black bowl from table center and place it on the plate
True,1.0044716e-09,pick up the black bowl from table center and place it on the plate
True,0.0009007278,pick up the black bowl from table center and place it on the plate
True,0.002411752,pick up the black bowl from table center and place it on the plate
True,2.0539899e-06,pick up the black bowl from table center and place it on the plate
True,2.4624322e-05,pick up the black bowl from table center and place it on the plate
True,1.2247338e-06,pick up the black bowl from table center and place it on the plate
True,3.600948e-07,pick up the black bowl from table center and place it on the plate
True,2.1672744e-05,pick up the black bowl from table center and place it on the plate
False,4.787803e-06,pick up the black bowl from table center and place it on the plate
True,5.3298116e-08,pick up the black bowl from table center and place it on the plate
True,3.4642824e-07,pick up the black bowl from table center and place it on the plate
True,2.1392954e-05,pick up the black bowl from table center and place it on the plate
True,1.4641843e-06,pick up the black bowl from table center and place it on the plate
False,2.1967196000000002e-16,pick up the black bowl from table center and place it on the plate
True,0.00013560143,pick up the black bowl from table center and place it on the plate
True,1.1777266e-05,pick up the black bowl from table center and place it on the plate
True,1.2357729e-05,pick up the black bowl from table center and place it on the plate
True,9.4218643e-07,pick up the black bowl from table center and place it on the plate
True,4.2058513e-05,pick up the black bowl from table center and place it on the plate
True,0.0066679865,pick up the black bowl on the cookie box and place it on the plate
False,3.8681163e-05,pick up the black bowl on the cookie box and place it on the plate
True,9.212289e-05,pick up the black bowl on the cookie box and place it on the plate
True,2.0669218e-05,pick up the black bowl on the cookie box and place it on the plate
True,3.344079e-05,pick up the black bowl on the cookie box and place it on the plate
True,0.00042951017,pick up the black bowl on the cookie box and place it on the plate
True,0.0021892965,pick up the black bowl on the cookie box and place it on the plate
True,0.00011662746,pick up the black bowl on the cookie box and place it on the plate
True,5.7502116e-06,pick up the black bowl on the cookie box and place it on the plate
True,1.7125141e-05,pick up the black bowl on the cookie box and place it on the plate
True,5.6168454e-05,pick up the black bowl on the cookie box and place it on the plate
True,0.003280455,pick up the black bowl on the cookie box and place it on the plate
True,0.00092153845,pick up the black bowl on the cookie box and place it on the plate
True,4.117021e-06,pick up the black bowl on the cookie box and place it on the plate
True,2.8293818e-05,pick up the black bowl on the cookie box and place it on the plate
True,7.20781e-05,pick up the black bowl on the cookie box and place it on the plate
True,0.00018401732,pick up the black bowl on the cookie box and place it on the plate
True,5.60682e-05,pick up the black bowl on the cookie box and place it on the plate
True,4.994525e-05,pick up the black bowl on the cookie box and place it on the plate
True,0.0002294812,pick up the black bowl on the cookie box and place it on the plate
True,5.472125e-05,pick up the black bowl on the cookie box and place it on the plate
True,0.0006932374,pick up the black bowl on the cookie box and place it on the plate
True,6.1322376e-06,pick up the black bowl on the cookie box and place it on the plate
True,8.169231e-05,pick up the black bowl on the cookie box and place it on the plate
True,0.00047741595,pick up the black bowl on the cookie box and place it on the plate
True,0.001410725,pick up the black bowl on the cookie box and place it on the plate
True,0.00019886064,pick up the black bowl on the cookie box and place it on the plate
True,0.00013497149,pick up the black bowl on the cookie box and place it on the plate
True,0.0016669413,pick up the black bowl on the cookie box and place it on the plate
True,0.00010279215,pick up the black bowl on the cookie box and place it on the plate
True,2.7422152e-08,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
False,1.4862122e-19,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
False,1.2368141e-18,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
False,3.057572e-17,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
False,4.5252022e-21,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,3.615893e-08,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,4.5224024e-07,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,1.1458225e-08,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,1.3445533e-07,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
False,3.7319686e-14,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
False,4.772124e-21,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
False,1.11205855e-14,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,5.295129e-09,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
False,4.0642433e-21,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
False,5.2972938e-17,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,9.10159e-08,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
False,1.6396355e-10,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,4.035068e-09,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,8.358635e-08,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,9.421917e-08,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
False,1.9306930999999997e-18,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
False,9.9126964e-08,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,4.4303917e-08,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,5.691329e-09,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,4.75193e-08,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,4.700728e-06,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,1.3252084e-06,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,1.1056433e-08,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,6.555068e-06,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
False,2.6437154e-17,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
True,0.0010667071,pick up the black bowl on the ramekin and place it on the plate
True,1.7347153e-05,pick up the black bowl on the ramekin and place it on the plate
True,0.00018008226,pick up the black bowl on the ramekin and place it on the plate
True,1.9781184e-05,pick up the black bowl on the ramekin and place it on the plate
True,1.3219975e-05,pick up the black bowl on the ramekin and place it on the plate
True,8.692592e-06,pick up the black bowl on the ramekin and place it on the plate
False,1.9246256e-14,pick up the black bowl on the ramekin and place it on the plate
True,3.5118323e-06,pick up the black bowl on the ramekin and place it on the plate
True,2.9953623e-07,pick up the black bowl on the ramekin and place it on the plate
True,9.275401e-07,pick up the black bowl on the ramekin and place it on the plate
True,8.981354e-05,pick up the black bowl on the ramekin and place it on the plate
True,0.00010588954,pick up the black bowl on the ramekin and place it on the plate
True,2.1129921e-05,pick up the black bowl on the ramekin and place it on the plate
True,4.1776486e-05,pick up the black bowl on the ramekin and place it on the plate
False,2.3518951e-18,pick up the black bowl on the ramekin and place it on the plate
True,6.0210427e-06,pick up the black bowl on the ramekin and place it on the plate
True,2.1267315e-06,pick up the black bowl on the ramekin and place it on the plate
True,0.00013516835,pick up the black bowl on the ramekin and place it on the plate
False,1.564579e-15,pick up the black bowl on the ramekin and place it on the plate
False,1.28192e-15,pick up the black bowl on the ramekin and place it on the plate
True,2.0734392e-06,pick up the black bowl on the ramekin and place it on the plate
True,1.0083098e-05,pick up the black bowl on the ramekin and place it on the plate
True,9.177405e-06,pick up the black bowl on the ramekin and place it on the plate
True,3.4108754e-05,pick up the black bowl on the ramekin and place it on the plate
True,3.1054124e-06,pick up the black bowl on the ramekin and place it on the plate
True,1.8965403e-07,pick up the black bowl on the ramekin and place it on the plate
False,7.6591026e-19,pick up the black bowl on the ramekin and place it on the plate
True,7.0146797e-07,pick up the black bowl on the ramekin and place it on the plate
True,1.5451917e-05,pick up the black bowl on the ramekin and place it on the plate
True,2.140514e-08,pick up the black bowl on the ramekin and place it on the plate
True,1.817503e-08,pick up the black bowl next to the cookie box and place it on the plate
True,1.2784647e-06,pick up the black bowl next to the cookie box and place it on the plate
True,6.087769e-06,pick up the black bowl next to the cookie box and place it on the plate
True,1.08048155e-07,pick up the black bowl next to the cookie box and place it on the plate
True,1.4485943e-07,pick up the black bowl next to the cookie box and place it on the plate
True,1.5298752e-07,pick up the black bowl next to the cookie box and place it on the plate
True,6.840617e-08,pick up the black bowl next to the cookie box and place it on the plate
True,0.00011939897,pick up the black bowl next to the cookie box and place it on the plate
True,3.1050686e-07,pick up the black bowl next to the cookie box and place it on the plate
True,0.0001436891,pick up the black bowl next to the cookie box and place it on the plate
True,1.4763237e-08,pick up the black bowl next to the cookie box and place it on the plate
True,1.6878135e-05,pick up the black bowl next to the cookie box and place it on the plate
True,1.3116382e-06,pick up the black bowl next to the cookie box and place it on the plate
True,0.00017976383,pick up the black bowl next to the cookie box and place it on the plate
True,4.152825e-08,pick up the black bowl next to the cookie box and place it on the plate
True,4.976164e-06,pick up the black bowl next to the cookie box and place it on the plate
False,5.7059656e-14,pick up the black bowl next to the cookie box and place it on the plate
True,0.00021937811,pick up the black bowl next to the cookie box and place it on the plate
True,2.7625836e-07,pick up the black bowl next to the cookie box and place it on the plate
True,5.3563e-06,pick up the black bowl next to the cookie box and place it on the plate
True,3.3324187e-07,pick up the black bowl next to the cookie box and place it on the plate
True,3.950831e-07,pick up the black bowl next to the cookie box and place it on the plate
True,1.6470607e-05,pick up the black bowl next to the cookie box and place it on the plate
True,1.4896702e-10,pick up the black bowl next to the cookie box and place it on the plate
True,6.3058985e-07,pick up the black bowl next to the cookie box and place it on the plate
True,0.00019106033,pick up the black bowl next to the cookie box and place it on the plate
True,1.2812197e-07,pick up the black bowl next to the cookie box and place it on the plate
True,9.500852e-05,pick up the black bowl next to the cookie box and place it on the plate
True,1.1459302e-06,pick up the black bowl next to the cookie box and place it on the plate
True,5.304098e-09,pick up the black bowl next to the cookie box and place it on the plate
True,2.0521258e-08,pick up the black bowl on the stove and place it on the plate
True,2.0009436e-08,pick up the black bowl on the stove and place it on the plate
True,2.1526991e-10,pick up the black bowl on the stove and place it on the plate
True,5.5923244e-09,pick up the black bowl on the stove and place it on the plate
True,1.4530042e-08,pick up the black bowl on the stove and place it on the plate
True,1.4570256e-07,pick up the black bowl on the stove and place it on the plate
True,7.5599855e-09,pick up the black bowl on the stove and place it on the plate
True,4.7443584e-07,pick up the black bowl on the stove and place it on the plate
True,3.6433065e-08,pick up the black bowl on the stove and place it on the plate
False,9.217199e-19,pick up the black bowl on the stove and place it on the plate
False,2.0740016e-19,pick up the black bowl on the stove and place it on the plate
True,5.4392517e-09,pick up the black bowl on the stove and place it on the plate
True,3.3468557e-05,pick up the black bowl on the stove and place it on the plate
False,1.5102177e-17,pick up the black bowl on the stove and place it on the plate
True,6.0611324e-06,pick up the black bowl on the stove and place it on the plate
True,3.3088043e-06,pick up the black bowl on the stove and place it on the plate
True,1.2689184e-09,pick up the black bowl on the stove and place it on the plate
True,1.9713415e-11,pick up the black bowl on the stove and place it on the plate
True,1.058862e-11,pick up the black bowl on the stove and place it on the plate
True,6.6224066e-09,pick up the black bowl on the stove and place it on the plate
False,3.659595e-11,pick up the black bowl on the stove and place it on the plate
False,1.5717468000000002e-16,pick up the black bowl on the stove and place it on the plate
False,3.3053454e-13,pick up the black bowl on the stove and place it on the plate
False,1.1525417e-12,pick up the black bowl on the stove and place it on the plate
True,2.2952933e-07,pick up the black bowl on the stove and place it on the plate
True,1.1412172e-09,pick up the black bowl on the stove and place it on the plate
True,2.7508536e-08,pick up the black bowl on the stove and place it on the plate
True,1.9688749e-11,pick up the black bowl on the stove and place it on the plate
True,2.3987282e-10,pick up the black bowl on the stove and place it on the plate
True,8.424177e-09,pick up the black bowl on the stove and place it on the plate
True,7.143502e-08,pick up the black bowl next to the plate and place it on the plate
True,6.388968400000001e-16,pick up the black bowl next to the plate and place it on the plate
False,2.5480847e-16,pick up the black bowl next to the plate and place it on the plate
False,3.239906e-15,pick up the black bowl next to the plate and place it on the plate
False,1.5513865e-17,pick up the black bowl next to the plate and place it on the plate
True,1.8474564e-06,pick up the black bowl next to the plate and place it on the plate
False,2.1785285e-17,pick up the black bowl next to the plate and place it on the plate
True,5.442655e-06,pick up the black bowl next to the plate and place it on the plate
True,1.3761397e-05,pick up the black bowl next to the plate and place it on the plate
True,5.2955675e-06,pick up the black bowl next to the plate and place it on the plate
True,6.428049e-07,pick up the black bowl next to the plate and place it on the plate
True,1.0135437e-05,pick up the black bowl next to the plate and place it on the plate
True,8.496382e-07,pick up the black bowl next to the plate and place it on the plate
True,8.953812e-08,pick up the black bowl next to the plate and place it on the plate
True,0.0059494697,pick up the black bowl next to the plate and place it on the plate
True,2.9747671e-08,pick up the black bowl next to the plate and place it on the plate
False,1.04788254e-10,pick up the black bowl next to the plate and place it on the plate
True,3.0926028e-06,pick up the black bowl next to the plate and place it on the plate
True,8.759526e-05,pick up the black bowl next to the plate and place it on the plate
True,0.00016367197,pick up the black bowl next to the plate and place it on the plate
False,1.6211575e-14,pick up the black bowl next to the plate and place it on the plate
False,5.41786e-15,pick up the black bowl next to the plate and place it on the plate
True,2.4546492e-07,pick up the black bowl next to the plate and place it on the plate
True,1.14412956e-07,pick up the black bowl next to the plate and place it on the plate
False,1.9141787e-18,pick up the black bowl next to the plate and place it on the plate
True,5.85097e-06,pick up the black bowl next to the plate and place it on the plate
False,1.2620406e-14,pick up the black bowl next to the plate and place it on the plate
True,1.2933921e-07,pick up the black bowl next to the plate and place it on the plate
False,3.2809874e-15,pick up the black bowl next to the plate and place it on the plate
False,3.519408e-19,pick up the black bowl next to the plate and place it on the plate
True,2.136472e-08,pick up the black bowl on the wooden cabinet and place it on the plate
True,9.664465e-10,pick up the black bowl on the wooden cabinet and place it on the plate
True,2.7613222e-08,pick up the black bowl on the wooden cabinet and place it on the plate
True,1.8044929e-09,pick up the black bowl on the wooden cabinet and place it on the plate
True,6.951175e-07,pick up the black bowl on the wooden cabinet and place it on the plate
False,7.250231000000001e-17,pick up the black bowl on the wooden cabinet and place it on the plate
True,3.363047e-08,pick up the black bowl on the wooden cabinet and place it on the plate
False,1.8215109e-18,pick up the black bowl on the wooden cabinet and place it on the plate
False,3.1459102e-14,pick up the black bowl on the wooden cabinet and place it on the plate
True,4.2419448e-08,pick up the black bowl on the wooden cabinet and place it on the plate
True,2.8928469e-06,pick up the black bowl on the wooden cabinet and place it on the plate
True,5.746991e-07,pick up the black bowl on the wooden cabinet and place it on the plate
False,4.617916e-24,pick up the black bowl on the wooden cabinet and place it on the plate
True,5.7705576e-14,pick up the black bowl on the wooden cabinet and place it on the plate
False,5.0452515e-17,pick up the black bowl on the wooden cabinet and place it on the plate
True,3.849833e-09,pick up the black bowl on the wooden cabinet and place it on the plate
True,3.786469e-08,pick up the black bowl on the wooden cabinet and place it on the plate
True,5.1257544e-08,pick up the black bowl on the wooden cabinet and place it on the plate
False,2.0234982e-11,pick up the black bowl on the wooden cabinet and place it on the plate
False,1.2953233999999999e-19,pick up the black bowl on the wooden cabinet and place it on the plate
True,3.2258935e-08,pick up the black bowl on the wooden cabinet and place it on the plate
True,2.0929534e-08,pick up the black bowl on the wooden cabinet and place it on the plate
True,6.628972e-05,pick up the black bowl on the wooden cabinet and place it on the plate
True,1.1967158e-07,pick up the black bowl on the wooden cabinet and place it on the plate
True,6.915633e-10,pick up the black bowl on the wooden cabinet and place it on the plate
True,1.9005762e-05,pick up the black bowl on the wooden cabinet and place it on the plate
True,2.430436e-08,pick up the black bowl on the wooden cabinet and place it on the plate
True,4.9216752e-11,pick up the black bowl on the wooden cabinet and place it on the plate
True,5.721598e-07,pick up the black bowl on the wooden cabinet and place it on the plate
False,2.8015318e-15,pick up the black bowl on the wooden cabinet and place it on the plate
True,2.551151e-08,open the middle drawer of the cabinet
False,9.548567e-22,open the middle drawer of the cabinet
False,5.209682e-14,open the middle drawer of the cabinet
True,2.0950695e-07,open the middle drawer of the cabinet
True,1.4316645e-09,open the middle drawer of the cabinet
True,3.9296515e-13,open the middle drawer of the cabinet
True,8.3199114e-11,open the middle drawer of the cabinet
True,1.9061684e-06,open the middle drawer of the cabinet
True,1.6527636e-12,open the middle drawer of the cabinet
False,1.8627411000000002e-26,open the middle drawer of the cabinet
True,5.437338e-10,open the middle drawer of the cabinet
True,1.6939743e-10,open the middle drawer of the cabinet
True,7.232456e-11,open the middle drawer of the cabinet
False,1.9311634e-21,open the middle drawer of the cabinet
True,9.8988785e-05,open the middle drawer of the cabinet
True,8.6091944e-20,open the middle drawer of the cabinet
False,9.623842e-22,open the middle drawer of the cabinet
False,9.1734224e-23,open the middle drawer of the cabinet
True,2.244449e-05,open the middle drawer of the cabinet
False,2.2460508e-26,open the middle drawer of the cabinet
False,1.1249768e-10,open the middle drawer of the cabinet
True,7.8839574e-10,open the middle drawer of the cabinet
True,4.8506504e-06,open the middle drawer of the cabinet
True,1.7560184e-06,open the middle drawer of the cabinet
True,9.995332e-05,open the middle drawer of the cabinet
False,5.3014505e-15,open the middle drawer of the cabinet
False,6.419806e-23,open the middle drawer of the cabinet
True,4.509713e-06,open the middle drawer of the cabinet
True,1.711334e-09,open the middle drawer of the cabinet
False,2.8044492e-26,open the middle drawer of the cabinet
True,7.337217e-05,put the bowl on the stove
True,3.448884e-08,put the bowl on the stove
True,3.2882344e-06,put the bowl on the stove
True,5.9320886e-05,put the bowl on the stove
True,3.889387e-05,put the bowl on the stove
True,4.7698027e-06,put the bowl on the stove
True,1.4265252e-07,put the bowl on the stove
True,0.00017283461,put the bowl on the stove
True,9.60222e-05,put the bowl on the stove
True,0.00046392385,put the bowl on the stove
True,3.7276957e-05,put the bowl on the stove
True,2.0622761e-05,put the bowl on the stove
False,2.3585785e-07,put the bowl on the stove
True,2.7262913e-06,put the bowl on the stove
True,3.6995458e-05,put the bowl on the stove
True,4.208781e-06,put the bowl on the stove
True,7.679319e-05,put the bowl on the stove
True,1.2909002e-06,put the bowl on the stove
True,9.2410687e-07,put the bowl on the stove
True,2.514938e-05,put the bowl on the stove
True,3.3073447e-05,put the bowl on the stove
True,0.0032819824,put the bowl on the stove
True,1.6627073e-06,put the bowl on the stove
True,1.6389276e-07,put the bowl on the stove
True,5.758199e-06,put the bowl on the stove
True,2.0600467e-06,put the bowl on the stove
True,2.9794739e-05,put the bowl on the stove
True,1.0308696e-05,put the bowl on the stove
True,1.3321236e-05,put the bowl on the stove
True,6.326413e-05,put the bowl on the stove
True,1.4692265e-05,put the wine bottle on top of the cabinet
True,0.000115934105,put the wine bottle on top of the cabinet
True,1.9590245e-06,put the wine bottle on top of the cabinet
True,2.649288e-07,put the wine bottle on top of the cabinet
True,6.053823e-05,put the wine bottle on top of the cabinet
True,6.7182127e-06,put the wine bottle on top of the cabinet
True,6.217873e-05,put the wine bottle on top of the cabinet
True,7.650891e-06,put the wine bottle on top of the cabinet
False,4.762978e-09,put the wine bottle on top of the cabinet
True,4.392191e-06,put the wine bottle on top of the cabinet
True,2.3181e-05,put the wine bottle on top of the cabinet
True,0.0045198547,put the wine bottle on top of the cabinet
True,1.2506909e-05,put the wine bottle on top of the cabinet
True,1.7376935e-07,put the wine bottle on top of the cabinet
True,4.1986208e-05,put the wine bottle on top of the cabinet
True,2.5455696e-10,put the wine bottle on top of the cabinet
True,1.8326473e-07,put the wine bottle on top of the cabinet
False,1.3194063499999998e-17,put the wine bottle on top of the cabinet
True,1.5608961e-08,put the wine bottle on top of the cabinet
True,3.6995054e-05,put the wine bottle on top of the cabinet
True,4.362118e-07,put the wine bottle on top of the cabinet
True,5.213835e-07,put the wine bottle on top of the cabinet
False,2.5917404e-10,put the wine bottle on top of the cabinet
False,5.2888034e-08,put the wine bottle on top of the cabinet
True,4.5097164e-05,put the wine bottle on top of the cabinet
True,5.298938e-05,put the wine bottle on top of the cabinet
True,1.1082165e-08,put the wine bottle on top of the cabinet
